título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_imagen,url_actividad
"Cacahuete, el más divertido del mundo",Compañía Bang Bang.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cacahuete-el-mas-divertido-del-mundo/?vgnextfmt=default&vgnextoid=c1cf0c9363a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,,No especificada,No especificada,No especificada,domingo,No especificado,Domingo 25 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=122a20b3d6ae1910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=13b91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El fantasma de la pera,Compañía:. Marimba Marionetas (Especial San Isidro).,¿existe el Fantasma de la Pera? ¿Una niña llena de sueños e ilusiones logrará encontrarlo?Recomendado Mayores 12 años,No especificada,No especificada,martes,a las 12 horas,Martes 27 de mayo de 2025,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),"CALLE ENRIQUE D'ALMONTE, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Salamanca/?vgnextfmt=default&vgnextoid=f6afe142d9286910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Salamanca/Actividades/ficheros/2805Fantasma.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-de-la-pera/?vgnextfmt=default&vgnextoid=f277ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cine infantil en la Biblioteca María Lejárraga: 'Clifford: el gran perro rojo',Ven a la biblioteca a disfrutar del cine.,No especificada,No especificada,No especificada,jueves,a las 18 horas,Jueves 29 de mayo de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga/?vgnextfmt=default&vgnextoid=cba4ec15205d3910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/Actividades/Actividades_Infantiles_Juveniles/Cine/ficheros/CineLejarraga_260.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Clifford-el-gran-perro-rojo-/?vgnextfmt=default&vgnextoid=e252969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 2 años,No especificada,No especificada,jueves,a las 17:30 horas,Jueves 29 de mayo de 2025,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),"CALLE FRANCOS RODRIGUEZ, 67 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Actividades_Infantiles_Juveniles/Cuentos/0_Cuentacuentos/Ficheros_FotosCuentacuentos/Cuentacuentos-arbolitos-sonrientes_260.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Magia con Pablo,"Prepárate para un show de magia espectacular con el Mago Pablo Molina. Con su asombroso repertorio de trucos y un toque de humor, hará que los niños vivan una experiencia mágica e inolvidable llena de sorpresas y risas. ¡Una aventura mágica que encantará a toda la familia!.",a partir de 5 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 30 de mayo de 2025,Centro Sociocultural Blasco Ibáñez (Carabanchel),"CALLE SOLDADO JOSE MARIA REY, 44 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Blasco-Ibanez/?vgnextfmt=default&vgnextoid=8301f36edd371910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Carabanchel/ficheros/Magiaconpablo.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Magia-con-Pablo/?vgnextfmt=default&vgnextoid=c880de091cb66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Exposición  alumnos infantil taller de pintura Centro cultural Antonio Machado,Exposición de pintura,No especificada,No especificada,No especificada,viernes,No especificado,Del viernes 30 de mayo de 2025 al viernes 13 de junio de 2025,Centro Cultural Antonio Machado (San Blas - Canillejas),"CALLE SAN ROMAN DEL VALLE, 8 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Antonio-Machado/?vgnextfmt=default&vgnextoid=74f47a01d8641910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/ExpoAlumnosInfantil.JPG,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Exposicion-alumnos-infantil-taller-de-pintura-Centro-cultural-Antonio-Machado/?vgnextfmt=default&vgnextoid=8d31753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Había una vez una iguana',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,viernes,a las 17:30 horas,Viernes 30 de mayo de 2025,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),"CALLE HERMANOS GARCIA NOBLEJAS, 14 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/Leyendo_Cuentos/ficheros/LeyendoBebes.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=2b75528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El príncipe que quería ser rey,Compañía. Iberoamericana,de 4 a 10 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 30 de mayo de 2025,Centro Cultural Zazuar (Villa de Vallecas),"CENTRO CULTURAL ZAZUAR, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Zazuar/?vgnextfmt=default&vgnextoid=bba62d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/VillaVallecas/Actividades/Eventos/ficheros/3105Principe.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-principe-que-queria-ser-rey/?vgnextfmt=default&vgnextoid=dd602d8dae976910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres infantiles en la plaza del Pueblo,,No especificada,No especificada,No especificada,viernes,a las 18 horas,Viernes 30 de mayo de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-de-Calle-Abierta/?vgnextfmt=default&vgnextoid=692a991674f61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/CalleAbierta/Ficheros/3105TallerInfantil.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-infantiles-en-la-plaza-del-Pueblo/?vgnextfmt=default&vgnextoid=f321ce25e2186910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Espectáculo infantil: ` Pomp Art´,Sin descripción,No especificada,No especificada,No especificada,viernes,a las 18 horas,Viernes 30 de mayo de 2025,Centro Sociocultural Bohemios (Villaverde),"CALLE LOS BOHEMIOS, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Bohemios/?vgnextfmt=default&vgnextoid=51dcd15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoVillaverde/Actividades/ficheros/Bohemios.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Pomp-Art/?vgnextfmt=default&vgnextoid=3a58aa6408766910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos mágicos,Compañía Elástica.,a partir de 3 años,No especificada,No especificada,viernes,a las 18:30 horas,Viernes 30 de mayo de 2025,Centro Cultural Federico Chueca (Hortaleza),"CALLE BENITA AVILA, 23 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Federico-Chueca/?vgnextfmt=default&vgnextoid=2896271d2ff12910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Hortaleza/Actividades%20CC/Eventos/ficheros/cuentosm.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-magicos/?vgnextfmt=default&vgnextoid=1c1894b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pequemonstro - Teatro de Carmen (Región de Murcia),"UMilo es un niño revoltoso al que le encanta gastar bromas a su hermano mayor Gabi. Tras un apagón, el pequeño Milo desaparece y Gabi tendrá que poner a prueba todo su valor para recuperar a su hermano. En esta aventura se encontrará con divertidos y sorprendentes monstruos y descubrirá que cualquier miedo se puede superar.",con las herramientas y medios necesarios para poder transmitir y contar historias con un enfoque propio avalado con la experiencia de más de 25 años en el mundo del teatro,No especificada,No especificada,"sábado, domingo",A las 18:30 horas,Del sábado 31 de mayo de 2025 al domingo 1 de junio de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/ActividadesPorEntidades/TeatroEspanol/ficheros/carmen.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pequemonstro-Teatro-de-Carmen-Region-de-Murcia-/?vgnextfmt=default&vgnextoid=9da1e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Sirenita,Compañía: Fénix producciones.,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Junta Municipal del Distrito de Usera,"AVENIDA RAFAELA YBARRA, 41 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-la-Junta-Municipal-de-Distrito-de-Usera/?vgnextfmt=default&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/0106_Sirenita.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Sirenita/?vgnextfmt=default&vgnextoid=24d76267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pasaporte al espacio,Compañía: AstroAfición.,de 3 a 12 años,No especificada,No especificada,sábado,de 12:35 a 13:35 horas,Sábado 31 de mayo de 2025,Centro Sociocultural San Fermín (Usera),"CALLE ESTAFETA, 33 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-San-Fermin/?vgnextfmt=default&vgnextoid=dd5d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/0106_Pasaporte_Espacio.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pasaporte-al-espacio/?vgnextfmt=default&vgnextoid=077403a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las Aventuras de Tintín: El Secreto del Unicornio”. (2011 Las Aventuras de Tintín: El Secreto del Unicornio – Eric Brevig).,"Tintín, un joven periodista, y su leal perro Milú descubren que la ma queta de un barco contiene un enigmático y secular secreto que de ben investigar. A partir de ese momento, Tintín se verá acosado por un diabólico villano que cree que el joven ha robado un valioso tesoro vinculado a un cruel pirata llamado Rackham el Rojo.",No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-2011-Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-Eric-Brevig-/?vgnextfmt=default&vgnextoid=d430826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Soy el chico/a del tiempo!,Horario: ﻿de 12 a 13 horas.,a partir de 6 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0601_Chicoa_Del_Tiempo.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Soy-el-chico-a-del-tiempo-/?vgnextfmt=default&vgnextoid=7a86826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La niña bombera,Jorge y Esther son dos amigos del cole que tienen mucha ilusión por ser mayores y sobre todo Esther quiere llegar a ser mayor para conducir un coche de bomberos... por su parte a Jorge le encanta cocinar y siempre que puede hace unos bocadillos riquísimos para su amiga.... ¿Podrán conseguir sus sueños de mayores? que les parece a los niños del publico esto? y ellos por su parte ¿qué sueños tienen?,No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 31 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/0106Cai.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-nina-bombera/?vgnextfmt=default&vgnextoid=c2c91dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Partida de rol: Cthulhu en la biblioteca,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro),"CALLE SAN JUSTO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=f7a76532af065910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=0def9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La historia interminable,1984,No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 31 de mayo de 2025,Teatro Municipal de Vallecas,"CALLE PASO DE VILLAMANRIQUE, 3 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Teatro-Municipal-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=7bf62d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/VillaVallecas/Actividades/ficheros/0106Interminable.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-historia-interminable/?vgnextfmt=default&vgnextoid=29b8a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Animalitos en la granja,,Recomendado para niñas y niños a partir de tres años,No especificada,No especificada,sábado,a las 19 horas,Sábado 31 de mayo de 2025,Centro Cultural El Plantío (Moncloa - Aravaca),"CALLE JOSE LOMBANA IGLESIAS, 4 28023 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/AINHOA%20LIM%C3%93N.jpg,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Animalitos-en-la-granja/?vgnextfmt=default&vgnextoid=13f8fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL - CUENTACUENTOS. “Kalevala, un viaje mágico” por Cecilia Anahí","¡Bienvenidos a un mundo de fantasía y aventura! “Kalevala: un viaje mágico” es un espectáculo encantador que invita a los niños a sumergirse en la rica epopeya finlandesa del Kalevala, a través de la magia de la danza, la música y la narración.",No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 31 de mayo de 2025,Auditorio Carmen Laforet (Ciudad Lineal),"CALLE JAZMIN, 46 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Auditorio-Carmen-Laforet-Programacion-mayo-2025/?vgnextfmt=default&vgnextoid=1059ef619aca2910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2025MAYO/ACarmenLaforet/Eventos/ficheros/Kalevala.png,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-CUENTACUENTOS-Kalevala-un-viaje-magico-por-Cecilia-Anahi/?vgnextfmt=default&vgnextoid=2edad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
