título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_actividad
Sirocco y el reino de los vientos,Director: Benoit Chieux.,4 y 8 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Centro Cultural Buero Vallejo (San Blas - Canillejas),"CALLE BOLTAÑA, 27 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ciclo-Los-sabados-de-cine-Primavera-2025/?vgnextfmt=default&vgnextoid=c0de900069495910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sirocco-y-el-reino-de-los-vientos/?vgnextfmt=default&vgnextoid=517adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El enfermo imaginario,Cía. Vidas de Alambre,a partir de 6 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),"CALLE ALIAGA, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Miguel-de-Cervantes/?vgnextfmt=default&vgnextoid=4daa70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-enfermo-imaginario/?vgnextfmt=default&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Oliverio Satisfecho,Compañía: Oliverio.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Centro Cultural Meseta de Orcasitas (Usera),"PLAZA ASOCIACION, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Meseta-de-Orcasitas/?vgnextfmt=default&vgnextoid=82fe2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=52ad03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La hora de Rockear,Grupo Cómics,a partir de 6 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),"AVENIDA SEPTIMA, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Ciudad-Pegaso/?vgnextfmt=default&vgnextoid=f75970db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-hora-de-Rockear/?vgnextfmt=default&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Descubre las aves del Parque de Pradolongo,Senda ornitológica por el Parque de Pradolongo.,Edad recomendada para mayores de 10 años,No especificada,No especificada,domingo,a las 10 horas,Domingo 25 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Descubre-las-aves-del-Parque-de-Pradolongo/?vgnextfmt=default&vgnextoid=b245826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres agua,Horario:﻿ de 12 a 13 horas.,de 6 a 9 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 25 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-agua/?vgnextfmt=default&vgnextoid=7ed5826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 2 años,No especificada,No especificada,jueves,a las 17:30 horas,Jueves 29 de mayo de 2025,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),"CALLE FRANCOS RODRIGUEZ, 67 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cine infantil en la Biblioteca María Lejárraga: 'Clifford: el gran perro rojo',Ven a la biblioteca a disfrutar del cine.,No especificada,No especificada,No especificada,jueves,a las 18 horas,Jueves 29 de mayo de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga/?vgnextfmt=default&vgnextoid=cba4ec15205d3910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Clifford-el-gran-perro-rojo-/?vgnextfmt=default&vgnextoid=e252969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Había una vez una iguana',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,viernes,a las 17:30 horas,Viernes 30 de mayo de 2025,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),"CALLE HERMANOS GARCIA NOBLEJAS, 14 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=2b75528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Espectáculo infantil: ` Pomp Art´,Sin descripción,No especificada,No especificada,No especificada,viernes,a las 16 horas,Viernes 30 de mayo de 2025,Centro Sociocultural Bohemios (Villaverde),"CALLE LOS BOHEMIOS, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Bohemios/?vgnextfmt=default&vgnextoid=51dcd15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Pomp-Art/?vgnextfmt=default&vgnextoid=3a58aa6408766910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La historia interminable,1984,No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 31 de mayo de 2025,Teatro Municipal de Vallecas,"CALLE PASO DE VILLAMANRIQUE, 3 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Teatro-Municipal-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=7bf62d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-historia-interminable/?vgnextfmt=default&vgnextoid=29b8a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pequemonstro - Teatro de Carmen (Región de Murcia),"UMilo es un niño revoltoso al que le encanta gastar bromas a su hermano mayor Gabi. Tras un apagón, el pequeño Milo desaparece y Gabi tendrá que poner a prueba todo su valor para recuperar a su hermano. En esta aventura se encontrará con divertidos y sorprendentes monstruos y descubrirá que cualquier miedo se puede superar.",con las herramientas y medios necesarios para poder transmitir y contar historias con un enfoque propio avalado con la experiencia de más de 25 años en el mundo del teatro,No especificada,No especificada,"sábado, domingo",A las 18:30 horas,Del sábado 31 de mayo de 2025 al domingo 1 de junio de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pequemonstro-Teatro-de-Carmen-Region-de-Murcia-/?vgnextfmt=default&vgnextoid=9da1e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Partida de rol: Cthulhu en la biblioteca,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro),"CALLE SAN JUSTO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=f7a76532af065910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=0def9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Sirenita,Compañía: Fénix producciones.,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Junta Municipal del Distrito de Usera,"AVENIDA RAFAELA YBARRA, 41 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-la-Junta-Municipal-de-Distrito-de-Usera/?vgnextfmt=default&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Sirenita/?vgnextfmt=default&vgnextoid=24d76267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pasaporte al espacio,Compañía: AstroAfición.,de 3 a 12 años,No especificada,No especificada,sábado,de 12:35 a 13:35 horas,Sábado 31 de mayo de 2025,Centro Sociocultural San Fermín (Usera),"CALLE ESTAFETA, 33 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-San-Fermin/?vgnextfmt=default&vgnextoid=dd5d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pasaporte-al-espacio/?vgnextfmt=default&vgnextoid=077403a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las Aventuras de Tintín: El Secreto del Unicornio”. (2011 Las Aventuras de Tintín: El Secreto del Unicornio – Eric Brevig).,"Tintín, un joven periodista, y su leal perro Milú descubren que la ma queta de un barco contiene un enigmático y secular secreto que de ben investigar. A partir de ese momento, Tintín se verá acosado por un diabólico villano que cree que el joven ha robado un valioso tesoro vinculado a un cruel pirata llamado Rackham el Rojo.",No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-2011-Las-Aventuras-de-Tintin-El-Secreto-del-Unicornio-Eric-Brevig-/?vgnextfmt=default&vgnextoid=d430826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Soy el chico/a del tiempo!,Horario: ﻿de 12 a 13 horas.,a partir de 6 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 31 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Soy-el-chico-a-del-tiempo-/?vgnextfmt=default&vgnextoid=7a86826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La niña bombera,Jorge y Esther son dos amigos del cole que tienen mucha ilusión por ser mayores y sobre todo Esther quiere llegar a ser mayor para conducir un coche de bomberos... por su parte a Jorge le encanta cocinar y siempre que puede hace unos bocadillos riquísimos para su amiga.... ¿Podrán conseguir sus sueños de mayores? que les parece a los niños del publico esto? y ellos por su parte ¿qué sueños tienen?,No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 31 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-nina-bombera/?vgnextfmt=default&vgnextoid=c2c91dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tres historias tres - Ángeles de trapo (Andalucía),"Una obra de teatro de títeres tradicional, en donde tres historias muy divertidas lograrán la participación de los niños y niñas desde el primer momento. Dos hermanos bebés muy simpáticos serán los encargados de presentar estas historias, no sin antes hacer sus clásicas travesuras.",Ángeles de trapo es una compañía familiar con 40 años de experiencia en el teatro de títeres,No especificada,No especificada,"sábado, domingo",A las 18:30 horas,Del sábado 7 de junio de 2025 al domingo 8 de junio de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tres-historias-tres-Angeles-de-trapo-Andalucia-/?vgnextfmt=default&vgnextoid=7a6dfc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Principita,Reparto de entradas gratuitas desde una hora antes en el centro cultural. Máximo dos entradas por persona hasta completar aforo.,a partir de 4 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 14 de junio de 2025,Centro Cultural Casa de Vacas (Retiro),"PASEO COLOMBIA, 1 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Principita/?vgnextfmt=default&vgnextoid=74266762d68a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Caperucita roja - El retablo (Madrid),"Una compañía de títeres comienza a representar la obra teatral en tres actos y un epílogo titulada ""Caperucita Roja"". Pero pronto comienzan los problemas: personajes de otros cuentos irrumpen en escena sin venir a cuento. Persecuciones, risas y enredos se suceden rápidamente en esta disparatada versión para títeres del cuento clásico de Perrault.",a partir de 3 años,No especificada,No especificada,"sábado, domingo",Horario: 18:30 horas,Del sábado 14 de junio de 2025 al domingo 15 de junio de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Caperucita-roja-El-retablo-Madrid-/?vgnextfmt=default&vgnextoid=d30de7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mari la mariquita,,No especificada,No especificada,No especificada,domingo,a las 11 horas,Domingo 15 de junio de 2025,Centro de Información y Educación Ambiental de El Huerto de El Retiro,"PASEO FERNAN NUÑEZ, 2 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mari-la-mariquita/?vgnextfmt=default&vgnextoid=7584429104b09810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mari-la-mariquita/?vgnextfmt=default&vgnextoid=a9a40b57897d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Planeta Tierra - Títeres Sol y Tierra (Madrid),"Una conferencia sobre nuestro planeta llena de interrupciones, invitados y no invitados y peras… ¿Peras? Bueno, parece que va a ser una conferencia complicada. Juntos descubriremos cómo surgió la vida en la tierra y los distintos tipos de criaturas que la han ido poblando. Pero una nueva forma de vida, el ser humano, amenaza la pacífica existencia de nuestro planeta con costumbres muy dañinas. ¿Qué podemos hacer para ayudar?",Sol y Tierra fue fundada en los años 80 por Víctor Torre y María José de la Rosa,No especificada,No especificada,"sábado, domingo",Horario: 18:30 horas,Del sábado 21 de junio de 2025 al domingo 22 de junio de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Planeta-Tierra-Titeres-Sol-y-Tierra-Madrid-/?vgnextfmt=default&vgnextoid=1cb6fc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
